Device_name;Interface_name;Interface_Descr;BandWidth;Remote_Device;ORD__Customer_code;ORD__Customer_name
"PPMO086";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPMO087";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPNH144";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PPNH144";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PPNH145";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PPNH145";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PPNH287";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PPOM127";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPOM128";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPOS207";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PPOS207";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PPOS208";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PPOS208";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PPOZ6045";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPOZ6046";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPPT066";"serial0/0/0";"--- DIRECT ACCESS to PPPT059";"256000";"PPPT059";"53849";"airporthub"
"PPPT066";"serial0/0/3";"-";"2048";"-";"53849";"airporthub"
"PPPT066";"serial0/1/0";"-";"1544";"-";"53849";"airporthub"
"PPPT066";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PPPT066";"serial0/2/0";"-";"1544";"-";"53849";"airporthub"
"PPPT066";"serial0/2/1";"-";"1544";"-";"53849";"airporthub"
"PPPT067";"serial0/0/0";"-";"2048";"-";"53849";"airporthub"
"PPPT067";"serial0/0/1";"-";"2048";"-";"53849";"airporthub"
"PPPT067";"serial0/0/3";"-";"2048";"-";"53849";"airporthub"
"PPPT067";"serial0/1/0";"-";"1544";"-";"53849";"airporthub"
"PPPT067";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PPRG1918";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPRG1918";"gigabitethernet0/0/0";"--- To APH switch ---";"1000000";"-";"53849";"airporthub"
"PPRG1919";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPRG1919";"gigabitethernet0/0/0";"--- To APH switch ---";"1000000";"-";"53849";"airporthub"
"PPSA103";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPSA104";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPTY103";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPTY104";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPUJ070";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PPUJ070";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PPUJ124";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PPUJ125";"gigabitethernet0/2/0";"-";"1000000";"-";"53849";"airporthub"
"PPUJ125";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PPUS302";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PPVD038";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPVD038";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PPVG076";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PPVG077";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PQLH160";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PQLH160";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PQLH160";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PQLH161";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PQLH161";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PQLH161";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PRAR010";"serial0/0/0";"-";"1544";"-";"53849";"airporthub"
"PRAR010";"serial0/0/1";"--- DIRECT ACCESS to BMHB915-S1/3/2 - CCT:MHBRAR001 - SPARK NZ - 64K";"64";"BMHB915";"53849";"airporthub"
"PRAR010";"serial0/1/0";"--- DIRECT ACCESS to PRAR003";"64000";"PRAR003";"53849";"airporthub"
"PRAR010";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PRDU260";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PRDU260";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PREP036";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PRGN069";"gigabitethernet0/1";"-";"1000000";"-";"53849";"airporthub"
"PRGN069";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PRGN070";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PRGN070";"serial0/0/0";"--- Direct Access - To BRGN815 - S0/0/2";"2048";"BRGN815";"53849";"airporthub"
"PRGN070";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PRGN195";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PRMQ020";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PROB024";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB024";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB024";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB024";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB024";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB024";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB024";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB025";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB025";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB025";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB025";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB025";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB025";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROB025";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PROS063";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PROS064";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PRTB006";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PRTB007";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PRUH711";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PRUH711";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PRUH711";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PRUH712";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PRUH712";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PRZE3207";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PRZE3208";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSAL133";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSAL133";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PSAN224";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSAN225";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSCL564";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSCL564";"serial0/1/0";"-";"2000";"-";"53849";"airporthub"
"PSCL564";"serial0/1/1";"-";"1984";"-";"53849";"airporthub"
"PSCL564";"serial0/1/2";"-";"2000";"-";"53849";"airporthub"
"PSCL564";"serial0/1/3";"-";"2000";"-";"53849";"airporthub"
"PSCL565";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSDJ071";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSDJ072";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSFO308";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSFO309";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSGN178";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSGN178";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PSGN179";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSGN179";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PSGN771";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PSHA2887";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSHA2888";"gigabitethernet0/1";"-";"1000000";"-";"53849";"airporthub"
"PSHA2888";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSHJ053";"gigabitethernet0/1";"--- Via DXBT04 #1: Carrier = Etisalat, Offer = Global Express Connect TAGGED (SITA ONLY), NNI Switch/Port = KDXB611-GE0/1";"1000000";"DXBT04";"53849";"airporthub"
"PSHJ054";"gigabitethernet0/1";"--- Via DXBS03 #2: Carrier = Etisalat, Offer = Global Express Connect TAGGED (SITA ONLY), NNI PE/Port = BNHD915-GE1/0/1";"100000";"BNHD915";"53849";"airporthub"
"PSIN1641";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSIN1641";"gigabitethernet0/0/2";"connection to ITM SIN1-2960-1 Fas 0/7";"1000000";"SIN1";"53849";"airporthub"
"PSIN1641";"gigabitethernet0/0/3";"connection to SIN2-3750-ES03A Gig 2/0/21";"1000000";"SIN2";"53849";"airporthub"
"PSIN1642";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSIN1642";"gigabitethernet0/0/2";"connection to switch SIN2-2960-2 gi0/2";"1000000";"SIN2";"53849";"airporthub"
"PSIN1642";"gigabitethernet0/0/3";"link to SIN2-3750-ES01A Gig 2/0/21";"1000000";"SIN2";"53849";"airporthub"
"PSIN1872";"gigabitethernet0";"-";"1000000";"-";"53847";"sita cso sc"
"PSIN1872";"serial0/1/0";"-";"2000";"-";"53847";"sita cso sc"
"PSIN1873";"gigabitethernet0";"-";"1000000";"-";"53847";"sita cso sc"
"PSIN3594";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSIN3594";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PSIN3595";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSIN3595";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PSIN4562";"fastethernet0/0/1";"-";"100000";"-";"53849";"airporthub"
"PSIN4564";"fastethernet0/0/1";"-";"100000";"-";"53849";"airporthub"
"PSIN5245";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PSIN5279";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PSIN5586";"gigabitethernet0/1/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSIN5586";"gigabitethernet0/3";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSIN5704";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSIN5704";"gigabitethernet0/0/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSIN5705";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSIN5705";"gigabitethernet0/0/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSJJ151";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSJJ152";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSJO400";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSJO541";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PSJO542";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PSKG369";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSKT011";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSKT012";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSNN091";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSNN092";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSOF407";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSOF408";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSPL225";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSPL226";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSPL226";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PSPN028";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSSA139";"gigabitethernet0/1/0";"-";"1000000";"-";"53849";"airporthub"
"PSSA139";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSSA140";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PSSA140";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PSTN101";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSTN101";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PSTN101";"gigabitethernet0/1/0";"-";"100000";"-";"53849";"airporthub"
"PSTN101";"gigabitethernet0/1/1";"-";"100000";"-";"53849";"airporthub"
"PSTN103";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSTN103";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PSTN103";"gigabitethernet0/1/0";"-";"100000";"-";"53849";"airporthub"
"PSTN103";"gigabitethernet0/1/1";"-";"100000";"-";"53849";"airporthub"
"PSTR276";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSTR276";"gigabitethernet0/0/1";"-";"1000000";"-";"53849";"airporthub"
"PSTR278";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSTR278";"gigabitethernet0/0/1";"-";"1000000";"-";"53849";"airporthub"
"PSUF013";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF013";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF013";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF013";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF013";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF014";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF014";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF014";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF014";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF014";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF014";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSUF014";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSVO028";"fastethernet0/2/0";"-";"100000";"-";"53849";"airporthub"
"PSVO028";"fastethernet0/2/1";"-";"100000";"-";"53849";"airporthub"
"PSVO028";"serial0/0/0";"-";"1024";"-";"53849";"airporthub"
"PSVO028";"serial0/0/1";"-";"2048";"-";"53849";"airporthub"
"PSVO028";"serial0/0/2";"-";"2048";"-";"53849";"airporthub"
"PSVO028";"serial0/0/3";"-";"2048";"-";"53849";"airporthub"
"PSVO029";"serial0/0/1";"--- XNR=1237721E DNA=4701506 MTN Port=";"2048";"-";"53849";"airporthub"
"PSVO029";"serial0/0/2";"-";"2048";"-";"53849";"airporthub"
"PSVO029";"serial0/0/3";"-";"2048";"-";"53849";"airporthub"
"PSXB560";"gigabitethernet1";"-- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB560";"gigabitethernet3";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB560";"gigabitethernet4";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB560";"gigabitethernet5";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB560";"gigabitethernet6";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB560";"gigabitethernet7";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB560";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB561";"gigabitethernet1";"-- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB561";"gigabitethernet3";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB561";"gigabitethernet4";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB561";"gigabitethernet5";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB561";"gigabitethernet6";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB561";"gigabitethernet7";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXB561";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PSXM071";"serial0/1/0";"-";"1544";"-";"53849";"airporthub"
"PSXM071";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PSXM072";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PSYD1236";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSYD1237";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PSYD1895";"fastethernet1/0";"-";"100000";"-";"56868";"sita path"
"PSYD2931";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSYD2931";"gigabitethernet0/0/2";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSYD2931";"gigabitethernet0/0/3";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSYD2932";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSYD2932";"gigabitethernet0/0/2";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSYD2932";"gigabitethernet0/0/3";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSYD3044";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PSYD3045";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PSYD3085";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PSYD3085";"gigabitethernet0/1/1";"-";"100000";"-";"56066";"sita customer datacenter hub infra"
"PTAB013";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PTAB014";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PTAS242";"gigabitethernet0/1";"-";"1000000";"-";"53849";"airporthub"
"PTBU020";"serial0/0/0";"-";"1544";"-";"58901";"sita multi-customer hub infrastruct"
"PTBU020";"serial0/0/1";"-";"1544";"-";"58901";"sita multi-customer hub infrastruct"
"PTBU020";"serial0/1/0";"-";"1544";"-";"58901";"sita multi-customer hub infrastruct"
"PTBU020";"serial0/1/1";"-";"1544";"-";"58901";"sita multi-customer hub infrastruct"
"PTIJ074";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ074";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ074";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ074";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ074";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ074";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ074";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ075";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ075";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ075";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ075";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ075";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ075";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTIJ075";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN235";"gigabitethernet2";"--- trunk to OCUP firewall or switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN235";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN235";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN235";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN235";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN235";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN235";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN236";"gigabitethernet2";"--- trunk to OCUP firewall or switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN236";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN236";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN236";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN236";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN236";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLN236";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTLS1005";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PTLS1272";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PTLV290";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PTLV290";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PTPE1835";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PTRF009";"gigabitethernet1";"-- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF009";"gigabitethernet3";"-- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF009";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF009";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF009";"gigabitethernet6";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF009";"gigabitethernet7";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF009";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF010";"gigabitethernet1";"-- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF010";"gigabitethernet3";"-- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF010";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF010";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF010";"gigabitethernet6";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF010";"gigabitethernet7";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRF010";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PTRN662";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PTUN299";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PTUN300";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PUBN003";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PULN095";"serial0/2/1";"-";"2048";"-";"53849";"airporthub"
"PULN095";"serial0/2/2";"-";"2048";"-";"53849";"airporthub"
"PULN095";"serial0/2/3";"-";"2048";"-";"53849";"airporthub"
"PULN096";"serial0/1/0";"-";"2048";"-";"53849";"airporthub"
"PULN096";"serial0/1/1";"-";"2048";"-";"53849";"airporthub"
"PULN096";"serial0/1/2";"-";"2048";"-";"53849";"airporthub"
"PULN096";"serial0/1/3";"-";"2048";"-";"53849";"airporthub"
"PULN096";"serial0/2/0";"-";"1544";"-";"53849";"airporthub"
"PULN096";"serial0/2/1";"-";"1544";"-";"53849";"airporthub"
"PVCE124";"serial1/1";"-";"1544";"-";"53849";"airporthub"
"PVCE124";"serial1/2";"-";"1544";"-";"53849";"airporthub"
"PVCE124";"serial1/3";"-";"1544";"-";"53849";"airporthub"
"PVCE125";"fastethernet2/1";"-- TO EAS KMIL517 Gi1/0/1 - OB=OPEN3";"6144";"KMIL517";"53849";"airporthub"
"PVDO001";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PVDO002";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PVIE725";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PVIE725";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PVIE726";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PVIE726";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PVLI023";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PVTE114";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PVTE114";"serial0/1/0";"-";"2000";"-";"53849";"airporthub"
"PVTE114";"serial0/1/1";"-";"2000";"-";"53849";"airporthub"
"PVTE114";"serial0/2/0";"-";"2000";"-";"53849";"airporthub"
"PWAW563";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
