Device_name;Interface_name;Interface_Descr;BandWidth;Remote_Device;ORD__Customer_code;ORD__Customer_name
"PAAL038";"gigabitethernet2";"--- trunk to OCUP firewall or switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL038";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL038";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL038";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL038";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL038";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL038";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL039";"gigabitethernet2";"--- trunk to OCUP firewall or switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL039";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL039";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL039";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL039";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL039";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAAL039";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PABJ363";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PABJ364";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PABV165";"gigabitethernet0";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PABV174";"gigabitethernet0";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PABZ492";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PABZ493";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PACC389";"serial0/0/0";"--- XNR=1359352A DNA=11164254105 MTN Port= interface admin shut refer clarify 14651741-1";"2048";"-";"53849";"airporthub"
"PACC389";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PADD290";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PADD291";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PADL173";"serial0/0/0";"-";"1984";"-";"53849";"airporthub"
"PADL173";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PADL174";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PAGU054";"gigabitethernet0";"--- B2B to PAGU053 ---";"1000000";"PAGU053";"53849";"airporthub"
"PAJA255";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PAKL320";"atm2/0";"--- XNR=1205881E DNA=0000000156E8 CAKL5/121 MTN Port=";"33920";"CAKL5";"53849";"airporthub"
"PAKL320";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PAKL320";"serial1/0";"--- XNR = 734763G DNA = 4641169 MTN Port";"2048";"-";"53849";"airporthub"
"PAKL320";"serial1/1";"--- XNR=1033227I DNA=4641291 MTN Port=";"2048";"-";"53849";"airporthub"
"PAKL320";"serial1/2";"--- XNR=1092165I DNA=4641318 MTN Port=";"2048";"-";"53849";"airporthub"
"PAKL320";"serial1/3";"-";"1544";"-";"53849";"airporthub"
"PAKL321";"atm2/0";"-";"33920";"-";"53849";"airporthub"
"PAKL321";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PAKL321";"serial1/0";"-";"1544";"-";"53849";"airporthub"
"PAKL321";"serial1/1";"-";"1544";"-";"53849";"airporthub"
"PAKL321";"serial1/2";"-";"1544";"-";"53849";"airporthub"
"PAKL321";"serial1/3";"-";"1544";"-";"53849";"airporthub"
"PAKL762";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PAKL814";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PAKL815";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PALC268";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PALG451";"gigabitethernet0/1";"-";"1000000";"-";"53849";"airporthub"
"PALG452";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PALG452";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PALG452";"serial0/2/1";"-";"1544";"-";"53849";"airporthub"
"PAMM245";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PAMM246";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PAMS2600";"gigabitethernet0/0/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PAMS2600";"gigabitethernet0/2/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PAMS2601";"gigabitethernet0/0/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PAMS2601";"gigabitethernet0/2/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PAMS2749";"atm0";"-";"4608";"-";"62332";"aph air back-up"
"PAMS2749";"ethernet0";"-";"100000";"-";"62332";"aph air back-up"
"PAMS2749";"fastethernet2";"--- Any other use";"100000";"-";"62332";"aph air back-up"
"PAMS3013";"gigabitethernet0/0/2";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PANC081";"fastethernet0/1/1";"-";"100000";"-";"53849";"airporthub"
"PANC081";"serial0/0/0";"--- XNR=1278192I DNA=4156260 MTN Port=";"2048";"-";"53849";"airporthub"
"PANC081";"serial0/0/1";"-";"2048";"-";"53849";"airporthub"
"PANC081";"serial0/0/2";"-";"2048";"-";"53849";"airporthub"
"PANC081";"serial0/0/3";"-";"2048";"-";"53849";"airporthub"
"PANC082";"fastethernet0/1/1";"-";"100000";"-";"53849";"airporthub"
"PANC082";"serial0/0/2";"-";"2048";"-";"53849";"airporthub"
"PANC082";"serial0/0/3";"-";"2048";"-";"53849";"airporthub"
"PANC100";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PANP045";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PANP045";"gigabitethernet0/0/2";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PANU060";"gigabitethernet0/2";"-";"100000";"-";"53849";"airporthub"
"PANU061";"gigabitethernet0/2";"-";"1000000";"-";"53849";"airporthub"
"PAPW017";"serial0/1/0";"-";"1544";"-";"53849";"airporthub"
"PAPW017";"serial0/2/0";"-";"1544";"-";"53849";"airporthub"
"PAPW017";"serial0/2/1";"-";"1544";"-";"53849";"airporthub"
"PAPW022";"serial0/1/0";"-";"1544";"-";"53849";"airporthub"
"PAPW022";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PAPW022";"serial0/2/0";"-";"1544";"-";"53849";"airporthub"
"PAPW022";"serial0/2/1";"-";"1544";"-";"53849";"airporthub"
"PARN041";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PARN180";"gigabitethernet3";"UCPE-WAN-GE0-1 ORCH=RESEAU";"1000000";"-";"53849";"airporthub"
"PASB054";"gigabitethernet0/1";"-";"1000000";"-";"53849";"airporthub"
"PASB054";"serial0/0/0:0";"-";"1984";"-";"53849";"airporthub"
"PASB054";"serial0/2/1";"-";"1544";"-";"53849";"airporthub"
"PASM037";"serial0/1/1";"--- Faulty Port";"1544";"-";"58901";"sita multi-customer hub infrastruct"
"PASU159";"gigabitethernet3";"UCPE-WAN-GE0-1 ORCH=RESEAU";"1000000";"-";"53849";"airporthub"
"PATH1861";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PATH1861";"gigabitethernet0/0/1";"-";"1000000";"-";"53849";"airporthub"
"PATH1861";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PATH1862";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PATH1862";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PATH1862";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PATL1527";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PATL1528";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PATL1749";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PATL1749";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PATL1750";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PATL1750";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PATL2067";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PATL2067";"gigabitethernet0/0/0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PATL2067";"gigabitethernet0/0/2";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PATL2067";"gigabitethernet0/1/0";"-";"100000";"-";"56066";"sita customer datacenter hub infra"
"PATL2068";"gigabitethernet0";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PATL2068";"gigabitethernet0/0/3";"-";"1000000";"-";"56066";"sita customer datacenter hub infra"
"PAUA080";"serial0/0/0";"-";"1544";"-";"53849";"airporthub"
"PAUA080";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PAUA080";"serial0/1/0";"-";"1544";"-";"53849";"airporthub"
"PAUA080";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PAUA081";"serial0/0/0";"-";"1544";"-";"53849";"airporthub"
"PAUA081";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PAUA081";"serial0/1/0";"-";"1544";"-";"53849";"airporthub"
"PAUA081";"serial0/1/1";"-";"1544";"-";"53849";"airporthub"
"PAUH218";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PAUH218";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PAUH218";"gigabitethernet0/0/1";"-";"1000000";"-";"53849";"airporthub"
"PAUH219";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PAUH219";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PAYT156";"gigabitethernet0/1";"-";"1000000";"-";"53849";"airporthub"
"PBAH425";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBAH425";"gigabitethernet0/0/1";"-";"1000000";"-";"53849";"airporthub"
"PBAH426";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBAH426";"gigabitethernet0/0/1";"-";"1000000";"-";"53849";"airporthub"
"PBCN3205";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PBCN867";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBDA099";"gigabitethernet0";"-- b2b to pbda100 --";"1000000";"PBDA100";"53849";"airporthub"
"PBDA099";"gigabitethernet0/1/0";"-";"100000";"-";"53849";"airporthub"
"PBDA100";"gigabitethernet0";"--b2b to pbda099 --";"1000000";"PBDA099";"53849";"airporthub"
"PBDA100";"gigabitethernet0/1/0";"-";"1000000";"-";"53849";"airporthub"
"PBDL117";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBDL117";"gigabitethernet0/1/0";"-";"1000000";"-";"53849";"airporthub"
"PBDL118";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBDL118";"gigabitethernet0/1/0";"-";"1000000";"-";"53849";"airporthub"
"PBDS092";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS092";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS092";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS092";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS092";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS092";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS092";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS093";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS093";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS093";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS093";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS093";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS093";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBDS093";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBEG355";"gigabitethernet0/1";"---";"1000000";"-";"53849";"airporthub"
"PBEG355";"serial0/0/0";"--";"1544";"-";"53849";"airporthub"
"PBER1748";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBER1749";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBEY371";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBEY371";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PBEY371";"serial0/2/3";"-";"2000";"-";"53849";"airporthub"
"PBEY372";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBEY372";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PBEY634";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PBEY634";"serial0/0/0";"-";"1544";"-";"53849";"airporthub"
"PBEY634";"serial0/0/1";"-";"1544";"-";"53849";"airporthub"
"PBGY320";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBGY320";"gigabitethernet0/0/1";"-";"1000000";"-";"53849";"airporthub"
"PBGY321";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBHX481";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBHX482";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBIA030";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA030";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA030";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA030";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA030";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA030";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA030";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA031";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA031";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA031";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA031";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA031";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA031";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBIA031";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL034";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL034";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL034";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL034";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL034";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL034";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL035";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL035";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL035";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL035";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL035";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL035";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJL035";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBJS686";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBJS687";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBKI056";"fastethernet0/1/0";"-";"100000";"-";"53849";"airporthub"
"PBKI056";"fastethernet0/1/1";"-";"100000";"-";"53849";"airporthub"
"PBKI073";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PBKK2123";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PBLL030";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBLL031";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBLQ377";"serial0/0/0:0";"---";"1984";"-";"53849";"airporthub"
"PBLR469";"atm2/0";"--- XNR=1243135J DNA=000000015BA2 MTN Port=";"33920";"-";"53849";"airporthub"
"PBLR469";"serial1/0";"--- XNR=1038564J DNA=4911993 MTN Port=";"2048";"-";"53849";"airporthub"
"PBLR469";"serial1/1";"--- XNR=1099430J DNA=4912198 MTN Port=";"2048";"-";"53849";"airporthub"
"PBLR469";"serial1/2";"-";"1544";"-";"53849";"airporthub"
"PBLR469";"serial1/3";"-";"1544";"-";"53849";"airporthub"
"PBLR471";"serial1/0";"--- XNR=1038582B DNA=4912019 MTN Port=";"2048";"-";"53849";"airporthub"
"PBLR471";"serial1/1";"--- XNR=1099436G DNA=4912197 MTN Port=";"2048";"-";"53849";"airporthub"
"PBLR471";"serial1/2";"-";"1544";"-";"53849";"airporthub"
"PBLR471";"serial1/3";"-";"1544";"-";"53849";"airporthub"
"PBNE1007";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PBNE440";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBNE440";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PBNE441";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBNE441";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PBOM1304";"gigabitethernet0/3";"-";"1000000";"-";"53849";"airporthub"
"PBOM1442";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBOM1442";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PBOM1449";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBOM2898";"gigabitethernet0/0/1";"--- Carrier=SIFY TECHNOLOGIES LTD , Offer=EtherConnect Dedicated EPL Diamond - FastE";"100000";"-";"56066";"sita customer datacenter hub infra"
"PBOS311";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBRE383";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBRI123";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI123";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI123";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI123";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI123";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI123";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI123";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI124";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI124";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI124";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI124";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI124";"gigabitethernet6";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI124";"gigabitethernet7";"--- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRI124";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ214";"gigabitethernet2";"-- trunk to OCUP firewall or switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ214";"gigabitethernet3";"-- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ214";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ214";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ214";"gigabitethernet6";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ214";"gigabitethernet7";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ214";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ215";"gigabitethernet2";"-- trunk to OCUP firewall or switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ215";"gigabitethernet3";"-- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ215";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ215";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ215";"gigabitethernet6";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ215";"gigabitethernet7";"-- Any other use";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRQ215";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBRU5454";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PBSB257";"fastethernet0/2/1";"-";"100000";"-";"53849";"airporthub"
"PBSL167";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBSL168";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBUD475";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBUD475";"gigabitethernet0/0/0";"-";"1000000";"-";"53849";"airporthub"
"PBUD475";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PBUD475";"gigabitethernet0/2/0";"-";"1000000";"-";"53849";"airporthub"
"PBUD476";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBUD476";"gigabitethernet0/0/0";"---";"100000";"-";"53849";"airporthub"
"PBUD476";"gigabitethernet0/0/2";"-";"1000000";"-";"53849";"airporthub"
"PBUD476";"gigabitethernet0/0/3";"-";"1000000";"-";"53849";"airporthub"
"PBUD476";"gigabitethernet0/2/0";"-";"1000000";"-";"53849";"airporthub"
"PBUR038";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBUS018";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBUS018";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBUS018";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBUS019";"gigabitethernet4";"-- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBUS019";"gigabitethernet5";"-- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBUS019";"gigabitethernet9";"-- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PBWN081";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PBWN082";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PCAG080";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAG081";"gigabitethernet9";"-";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAI332";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PCAI333";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PCAN294";"serial1/0";"---";"2048";"-";"53849";"airporthub"
"PCAN294";"serial1/1";"---";"1544";"-";"53849";"airporthub"
"PCAN294";"serial1/2";"---";"1544";"-";"53849";"airporthub"
"PCAN294";"serial1/3";"-";"1544";"-";"53849";"airporthub"
"PCAN295";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PCAN295";"gigabitethernet0/2/1";"-";"1000000";"-";"53849";"airporthub"
"PCAY055";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY055";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY055";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY055";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY055";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY056";"gigabitethernet1";"--- trunk to campus switches";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY056";"gigabitethernet3";"--- trunk to EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY056";"gigabitethernet4";"--- trunk to other EFM switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY056";"gigabitethernet5";"--- trunk to distribution external switch";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCAY056";"gigabitethernet9";"--- For APH shared internet";"1000000";"-";"57617";"aph type 2 infrastructure"
"PCDG811";"gigabitethernet3";"WAN1 ORCH=RESEAU";"1000000";"WAN1";"53849";"airporthub"
"PCDG880";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PCEB075";"serial0/0/0";"--- XNR=1357693J DNA=11164632033 MTN Port";"6144";"-";"53849";"airporthub"
"PCGK072";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PCGK073";"gigabitethernet0";"-";"1000000";"-";"53849";"airporthub"
"PCGK296";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
"PCGK297";"gigabitethernet7";"-";"1000000";"-";"53849";"airporthub"
