Device_name1	ORD__Customer_code	ORD__Customer_name	ORD__Main_Community___VPN	ORD__Country_code	ORD__Country_name	UCPE_name1	AirportHub_id	profile	vedge_mpls_interface1	airporthub_router1	mpls_bw1	internet_bw1	Device_name2	UCPE_name2	vedge_mpls_interface2	mpls_bw2	airporthub_router2	internet_bw2	interface1	interface2
PBOM2928	387	emirates	emiratesnet_aph	IN	INDIA	UCPEBOM0005	BOM		ge0/0.1507	PBOM1442	1536	9216	PBOM2929	UCPEBOM0006	ge0/4.3951	1536	PBOM1449	9216	gigabitethernet0/0/1	gigabitethernet0/0/1
PBOS929	85	cathay pacific airways	cxnet	US	UNITED STATES	UCPEBOS0001	BOS	Gold	ge0/0.1502	PBOS312	2048	6144	PBOS930	UCPEBOS0002	ge0/4.3951	2048	PBOS311	6144	gigabitethernet0/1	gigabitethernet0/0/1
PBOS953	387	emirates	emiratesnet_aph	US	UNITED STATES	UCPEBOS0001	BOS		ge0/0.1507	PBOS312	1024	3072	PBOS954	UCPEBOS0002	ge0/4.3951	1024	PBOS311	3072	gigabitethernet0/1	gigabitethernet0/0/1
PBRU5525	85	cathay pacific airways	cxnet	BE	BELGIUM	UCPEBRU0008	BRU	Gold	ge0/0.1502	PBRU4113	1024	10240	PBRU5526	UCPEBRU0009	ge0/4.1609	1024	PBRU4114	10240	gigabitethernet0/1	
PBRU5673	387	emirates	emiratesnet_aph	BE	BELGIUM	UCPEBRU0008	BRU		ge0/0.1507	PBRU4113	1536	8192	PBRU5674	UCPEBRU0009	ge0/4.1609	1536	PBRU4114	8192	gigabitethernet0/1	
PBRU5600	164	united airlines  inc.	unitednet	BE	BELGIUM	UCPEBRU0009	BRU	Gold	ge0/4.1609	PBRU4114	8192	30720	PBRU5602	UCPEBRU0008	ge0/0.1510	8192	PBRU4113	30720		
PCAN1184	113	p.t. garuda indonesia (persero)	ganet	CN	CHINA	UCPECAN0004	CAN	Gold	ge0/0.1504	PCAN294	512	6144	PCAN1185	UCPECAN0005	ge0/4.3951	512	PCAN295	6144		
PCAN1228	387	emirates	emiratesnet_aph	CN	CHINA	UCPECAN0005	CAN		ge0/0.1507	PCAN295	1024	2048	PCAN1229	UCPECAN0004	ge0/4.3952	2048	PCAN294			
PCDG832	60	singapore airlines ltd.	sqnet		SWITZERLAND	UCPECDG0001	CDG1	Platinum	ge0/0.1503	PCDG878	5120	13312								
PCDG844	85	cathay pacific airways	cxnet		SWITZERLAND	UCPECDG0001	CDG1	Gold	ge0/0.1502	PCDG878	6144	20480								
PCDG861	164	united airlines  inc.	unitednet	FR	FRANCE	UCPECDG0001	CDG1		ge0/0.1510	PCDG878	15360	30720	PCDG862	UCPECDG0002	ge0/4.3951	15360	PCDG879	30720		
PCDG995	387	emirates	emiratesnet_aph	FR	FRANCE	UCPECDG0001	CDG1		ge0/0.1507	PCDG878	2048	8192	PCDG996	UCPECDG0002	ge0/4.3951	2048	PCDG879	8192		
PCDG833	60	singapore airlines ltd.	sqnet	FR	FRANCE	UCPECDG0002	CDG1	Platinum	ge0/0.1503	PCDG879	5120	13312								
PCDG845	85	cathay pacific airways	cxnet	FR	FRANCE	UCPECDG0002	CDG1	Gold	ge0/4.3951	PCDG879	6144	20480								
PCEB144	85	cathay pacific airways	cxnet	PH	PHILIPPINES	UCPECEB0002	CEB	Gold	ge0/0.1502	PCEB076	1536	46080	PCEB145	UCPECEB0001	ge0/4.3951	1536	PCEB075	46080	gigabitethernet0/1	
PCGK301	387	emirates	emiratesnet_aph	ID	INDONESIA	UCPECGK0002	CGK		ge0/4.3951	PCGK072	1024	3072	PCGK302	UCPECGK0003	ge0/0.1507	1024	PCGK073	3072	gigabitethernet0/0/1	gigabitethernet0/0/1
PCGK274	85	cathay pacific airways	cxnet	ID	INDONESIA	UCPECGK0003	CGK	Gold	ge0/0.1502	PCGK073	2048	61440	PCGK275	UCPECGK0002	ge0/4.3951	2048	PCGK072	61440	gigabitethernet0/0/1	gigabitethernet0/0/1
PCGK283	166	china airlines ltd.	china_airnet	ID	INDONESIA	UCPECGK0003	CGK	Gold	ge0/0.1505	PCGK073	768	5120	PCGK284	UCPECGK0002	ge0/4.3951	768	PCGK072	5120	gigabitethernet0/0/1	gigabitethernet0/0/1
PCGK285	60	singapore airlines ltd.	sqnet	ID	INDONESIA	UCPECGK0003	CGK	Platinum	ge0/0.1503	PCGK073	6144	20480	PCGK286	UCPECGK0002	ge0/4.3951	6144	PCGK072	20480	gigabitethernet0/0/1	gigabitethernet0/0/1
PCHC171	60	singapore airlines ltd.	sqnet	NZ	NEW ZEALAND	UCPECHC0001	CHC	Platinum	ge0/0.1503	PCHC112	8192	10240	PCHC172	UCPECHC0002	ge0/4.3951	8192	PCHC113	10240	gigabitethernet0/3	
PCHC178	387	emirates	emiratesnet_aph	NZ	NEW ZEALAND	UCPECHC0001	CHC		ge0/0.1507	PCHC112	1024	3072	PCHC179	UCPECHC0002	ge0/4.3951	1024	PCHC113	3072	gigabitethernet0/3	
PCMB511	85	cathay pacific airways	cxnet	LK	SRI LANKA	UCPECMB0001	CMB	Gold	ge0/0.1502	PCMB298	1536	46080	PCMB512	UCPECMB0002	ge0/4.3951	1536	PCMB299	46080	gigabitethernet0/2	gigabitethernet0/3
PCNS102	519	silkair (singapore) private limited	sqnet	AU	AUSTRALIA	UCPECNS0001	CNS	Gold	ge0/0.1503	PCNS051	2048	4096	PCNS103	UCPECNS0002	ge0/4.3951	2048	PCNS050	4096	gigabitethernet0/1	gigabitethernet0/1
PCPH1809	60	singapore airlines ltd.	sqnet	DK	DENMARK	UCPECPH0003	CPH		ge0/0.1503	PCPH745	3072	6144	PCPH1810	UCPECPH0004	ge0/4.3951	3072		6144	gigabitethernet0/1	
PCPT654	60	singapore airlines ltd.	sq_amadeus_hub	ZA	SOUTH AFRICA	UCPECPT0003	CPT	Platinum	ge0/0.1503	PCPT281	1024	3072	PCPT655	UCPECPT0004	ge0/4.3951	1024	PCPT282	3072	gigabitethernet0/0/1	gigabitethernet0/0/1
PCPT674	164	united airlines  inc.	unitednet	ZA	SOUTH AFRICA	UCPECPT0003	CPT		ge0/0.1510	PCPT281	10240	30720	PCPT675	UCPECPT0004	ge0/4.3951	10240	PCPT282	30720	gigabitethernet0/0/1	gigabitethernet0/0/1
PCPT681	387	emirates	emiratesnet_aph	ZA	SOUTH AFRICA	UCPECPT0003	CPT		ge0/0.1507	PCPT281	1024	4096	PCPT682	UCPECPT0004	ge0/4.3951	1024	PCPT282	4096	gigabitethernet0/0/1	gigabitethernet0/0/1
PCUN225	164	united airlines  inc.	unitednet	MX	MEXICO	UCPECUN0001	CUN	Gold	ge0/0.1510	PCUN054	15360	51200	PCUN226	UCPECUN0002	ge0/4.3951	15360	PCUN055	51200	serial2/0	
PDAC707	85	cathay pacific airways	cxnet	BD	BANGLADESH	UCPEDAC0001	DAC	Gold	ge0/0.1502	PDAC406	3072	12288	PDAC709	UCPEDAC0002	ge0/4.3951	3072	PDAC407	12288	gigabitethernet0/0/1	gigabitethernet0/0/1
PDEL2954	85	cathay pacific airways	cxnet	IN	INDIA	UCPEDEL0005	DEL-T3		ge0/4.3951	PDEL1033	2048	6144	PDEL2955	UCPEDEL0006	ge0/0.1502	2048	PDEL1085	6144	gigabitethernet0/3	gigabitethernet0/3
