UCPE_name	hypervisor	CE_USID	IATA_code	site_code	customer_code	customer_code_catalog	chassis_vendor	chassis_hardware	CORE_site_id	chassis_type	plug_type	network_status	booking_status	remaining_days_to_delete	Last_update	CPU	Memory	Storage	Max_VNF	airporthub_router	role
UCPECGK0002	HCGK0002	GO09U4P41E	CGK	CGK	53849	IC01	cisco	encs5412/k9	CI00167716	BVPN	BVPNINT	No	Reserved	-	2019/09/20 09:20:45	12.0	16000.0	480000.0	4	PCGK072	Primary
UCPECGK0003	HCGK0003	GO09U4P61C	CGK	CGK	53849	IC01	cisco	encs5412/k9	CI00167716	BVPN	BVPNINT	No	Reserved	-	2019/09/20 09:24:17	12.0	16000.0	480000.0	4	PCGK073	Secondary
UCPECGK0005	HCGK0005	GO0BP6444D	CGK	CGK	53849	IC01	cisco	encs5412/k9	CI00167716	BVPN	BVPNINT	No	Reserved	-	2023/01/03 05:55:19	12.0	16000.0	480000.0	4	PCGK072	Primary
UCPECGK0006	HCGK0006	GO0EJN3134	CGK	CGK	53849	IC01	cisco	encs5412/k9	CI00187334	BVPN	BVPNINT	No	Reserved	-	2023/05/02 07:31:51	12.0	16000.0	480000.0	4	PCGK073	Secondary
UCPECHC0001	HCHC0001	GO0AXZBU7B	CHC	CHC	53849	IC01	cisco	encs5412/k9	CI00182148	BVPN	BVPNINT	No	Reserved	-	2020/08/09 15:48:03	12.0	16000.0	480000.0	4	PCHC112	Primary
UCPECHC0002	HCHC0002	GO0AXZBZ74	CHC	CHC	53849	IC01	cisco	encs5412/k9	CI00182148	BVPN	BVPNINT	No	Reserved	-	2020/08/09 15:51:35	12.0	16000.0	480000.0	4	PCHC113	Secondary
UCPECMB0001	HCMB0001	GO09VWT959	CMB	CMB	53849	IC01	cisco	encs5412/k9	CI00168453	BVPN	BVPNINT	No	Reserved	-	2019/11/06 10:03:16	12.0	16000.0	480000.0	4	PCMB298	Primary
UCPECMB0002	HCMB0002	GO09VWTB22	CMB	CMB	53849	IC01	cisco	encs5412/k9	CI00168453	BVPN	BVPNINT	No	Reserved	-	2019/12/23 11:06:45	12.0	16000.0	480000.0	4	PCMB299	Secondary
UCPECNS0001	HCNS0001	GO09XAWS47	CNS	CNS	53849	IC01	cisco	encs5412/k9	CI00168911	BVPN	BVPNINT	No	Reserved	-	2019/11/04 06:54:10	12.0	16000.0	480000.0	4	PCNS051	Primary
UCPECNS0002	HCNS0002	GO09XAWU41	CNS	CNS	53849	IC01	cisco	encs5412/k9	CI00168911	BVPN	BVPNINT	No	Reserved	-	2019/11/04 06:58:46	12.0	16000.0	480000.0	4	PCNS050	Secondary
UCPECPH0003	HCPH0003	GO0ABSX229	CPH	CPH	53849	IC01	cisco	encs5412/k9	CI00173913	BVPN	BVPNINT	No	Reserved	-	2020/08/06 17:30:13	12.0	16000.0	480000.0	4	PCPH745	Primary
UCPECPH0004	HCPH0004	GO0ABVVA44	CPH	CPH	53849	IC01	cisco	encs5412/k9	CI00173916	BVPN	BVPNINT	No	Reserved	-	2020/08/06 17:41:05	12.0	16000.0	480000.0	4		
UCPECPT0003	HCPT0003	GO0AJWAE46	CPT	CPT	53849	IC01	cisco	encs5412/k9	CI00177176	BVPN	BVPNINT	No	Reserved	-	2020/11/25 12:55:09	12.0	16000.0	480000.0	4	PCPT281	Primary
UCPECPT0004	HCPT0004	GO0AJWCV55	CPT	CPT	53849	IC01	cisco	encs5412/k9	CI00177177	BVPN	BVPNINT	No	Reserved	-	2020/11/25 13:05:49	12.0	16000.0	480000.0	4	PCPT282	Secondary
UCPECRK0001	HCRK0001	GO0A1V2R51	CRK	CRK	53849	IC01	cisco	encs5412/k9	CI00170365	BVPN	BVPNINT	No	Reserved	-	2020/01/22 09:09:45	12.0	16000.0	480000.0	4	PCRK019	Primary
UCPECRK0002	HCRK0002	GO0A1V2T57	CRK	CRK	53849	IC01	cisco	encs5412/k9	CI00170365	BVPN	BVPNINT	No	Reserved	-	2020/01/22 09:17:15	12.0	16000.0	480000.0	4	PCRK020	Secondary
UCPECUN0001	HCUN0001	GO0AJW6231	CUN	CUN	53849	IC01	cisco	encs5412/k9	CI00177175	BVPN	BVPNINT	No	Reserved	-	2020/10/29 15:50:27	12.0	16000.0	480000.0	4	PCUN054	Primary
UCPECUN0002	HCUN0002	GO0AJW6437	CUN	CUN	53849	IC01	cisco	encs5412/k9	CI00177175	BVPN	BVPNINT	No	Reserved	-	2020/10/29 16:06:07	12.0	16000.0	480000.0	4	PCUN055	Secondary
UCPECUN0003	HCUN0003	GO0ET5PW48	CUN	CUN	53849	IC01	cisco	encs5412/k9	CI00177175	BVPN	BVPNINT	No	Reserved	-	2023/02/28 11:05:51	12.0	16000.0	480000.0	4		
UCPECUN0004	HCUN0004	GO0ET5PY46	CUN	CUN	53849	IC01	cisco	encs5412/k9	CI00177175	BVPN	BVPNINT	No	Reserved	-	2023/02/28 12:31:58	12.0	16000.0	480000.0	4		
UCPEDAC0001	HDAC0001	GO09VWSF26	DAC	DAC	53849	IC01	cisco	encs5412/k9	CI00168457	BVPN	BVPNINT	No	Reserved	-	2019/11/04 06:11:59	12.0	16000.0	480000.0	4	PDAC406	Primary
UCPEDAC0002	HDAC0002	GO09VWSH28	DAC	DAC	53849	IC01	cisco	encs5412/k9	CI00168457	BVPN	BVPNINT	No	Reserved	-	2019/11/04 06:15:26	12.0	16000.0	480000.0	4	PDAC407	Secondary
UCPEDAD0001	HDAD0001	GO0AMJER1C	DAD	DAD	53849	IC01	cisco	encs5412/k9	CI00178295	BVPN	BVPNINT	No	Reserved	-	2020/07/26 14:47:01	12.0	16000.0	480000.0	4	PDAD047	Primary
UCPEDAD0002	HDAD0002	GO0AMJHV18	DAD	DAD	53849	IC01	cisco	encs5412/k9	CI00178296	BVPN	BVPNINT	No	Reserved	-	2020/07/26 14:54:44	12.0	16000.0	480000.0	4	PDAD048	Secondary
UCPEDEL0005	HDEL0005	GO0CT43B20	DEL	DEL-T3	53849	IC01	cisco	encs5412/k9	CI00194617	BVPN	BVPNINT	No	Reserved	-	2022/01/27 16:02:46	12.0	16000.0	480000.0	4	PDEL1033	Primary
UCPEDEL0006	HDEL0006	GO0CT43T36	DEL	DEL-T3	53849	IC01	cisco	encs5412/k9	CI00194621	BVPN	BVPNINT	No	Reserved	-	2022/01/27 16:08:07	12.0	16000.0	480000.0	4	PDEL1085	Secondary
UCPEDEL0007	HDEL0007	GO0EWCU21A	DEL	DEL-T3	53849	IC01	cisco	encs5412/k9	CI00194621	BVPN	BVPNINT	No	Reserved	-	2023/03/01 07:03:01	12.0	16000.0	480000.0	4	PDEL1033	Primary
UCPEDEL0008	HDEL0008	GO0EWCTP78	DEL	DEL-T3	53849	IC01	cisco	encs5412/k9	CI00194617	BVPN	BVPNINT	No	Reserved	-	2023/03/01 07:12:35	12.0	16000.0	480000.0	4	PDEL1085	Secondary
UCPEDPS0002	HDPS0002	GO0AKQHS47	DPS	DPS	53849	IC01	cisco	encs5412/k9	CI00177344	BVPN	BVPNINT	No	Reserved	-	2020/07/26 15:00:49	12.0	16000.0	480000.0	4	PDPS095	Primary
UCPEDPS0003	HDPS0003	GO0AKQHU41	DPS	DPS	53849	IC01	cisco	encs5412/k9	CI00177344	BVPN	BVPNINT	No	Reserved	-	2020/07/26 15:04:28	12.0	16000.0	480000.0	4	PDPS093	Secondary
UCPEDRW0001	HDRW0001	GO0D7F0L68	DRW	DRW	53849	IC01	cisco	encs5412/k9	CI00198162	BVPN	BVPNINT	No	Reserved	-	2022/03/07 04:30:57	12.0	16000.0	480000.0	4	PDRW062	Primary
UCPEDRW0002	HDRW0002	GO0D7F0N6A	DRW	DRW	53849	IC01	cisco	encs5412/k9	CI00198162	BVPN	BVPNINT	No	Reserved	-	2022/03/22 17:32:28	12.0	16000.0	480000.0	4	PDRW063	Secondary
UCPEDUB0004	HDUB0004	GO0DHYUZ39	DUB	DUB	53849	IC01	cisco	encs5412/k9	CI00200731	BVPN	BVPNINT	No	Reserved	-	2022/08/03 05:38:59	12.0	16000.0	480000.0	4	PDUB627	Primary
UCPEDUB0005	HDUB0005	GO0DHYW655	DUB	DUB	53849	IC01	cisco	encs5412/k9	CI00200733	BVPN	BVPNINT	No	Reserved	-	2022/08/03 05:47:44	12.0	16000.0	480000.0	4	PDUB628	Secondary
UCPEDUS0001	HDUS0001	GO09R8ZP51	DUS	DUS	53849	IC01	cisco	encs5412/k9	CI00167716	BVPN	BVPNINT	No	Reserved	-	2019/11/08 08:47:39	12.0	16000.0	480000.0	4	PDUS312	Primary
UCPEDUS0002	HDUS0002	GO09R8ZR53	DUS	DUS	53849	IC01	cisco	encs5412/k9	CI00167716	BVPN	BVPNINT	No	Reserved	-	2019/11/08 08:51:41	12.0	16000.0	480000.0	4	PDUS313	Secondary
UCPEEWR0001	HEWR0001	GO09QEYR5D	EWR	EWR	53849	IC01	cisco	encs5412/k9	CI00167512	BVPN	BVPNINT	No	Reserved	-	2019/11/28 20:42:34	12.0	16000.0	480000.0	4	PEWR302	Primary
UCPEEWR0002	HEWR0002	GO09QEYT5B	EWR	EWR	53849	IC01	cisco	encs5412/k9	CI00167512	BVPN	BVPNINT	No	Reserved	-	2019/11/28 20:46:57	12.0	16000.0	480000.0	4	PEWR303	Secondary
UCPEEZE0001	HEZE0001	GO0AP5R679	EZE	EZE	53849	IC01	cisco	encs5412/k9	CI00178860	BVPN	BVPNINT	No	Reserved	-	2020/12/29 12:54:31	12.0	16000.0	480000.0	4	PEZE069	Primary
UCPEEZE0002	HEZE0002	GO0AP5R877	EZE	EZE	53849	IC01	cisco	encs5412/k9	CI00178860	BVPN	BVPNINT	No	Reserved	-	2020/12/29 13:01:18	12.0	16000.0	480000.0	4	PEZE070	Secondary
UCPEFCO0001	HFCO0001	FI0236E599	FCO	FCO	53849	IC01	cisco	encs5412/k9	CI00175689	BVPN	BVPNINT	No	Reserved	-	2020/06/10 19:36:10	12.0	16000.0	480000.0	4	PFCO258	Primary
UCPEFCO0002	HFCO0002	FI0236K69A	FCO	FCO	53849	IC01	cisco	encs5412/k9	CI00175690	BVPN	BVPNINT	No	Reserved	-	2020/06/10 19:40:51	12.0	16000.0	480000.0	4	PFCO259	Secondary
UCPEFCO0003	HFCO0003	GO0AFPN123	FCO	FCO	53849	IC01	cisco	encs5412/k9	CI00175689	BVPN	BVPNINT	No	Reserved	-	2022/05/05 16:09:24	12.0	16000.0	480000.0	4	PFCO258	Primary
UCPEFCO0004	HFCO0004	GO0DGRS46E	FCO	FCO	53849	IC01	cisco	encs5412/k9	CI00175690	BVPN	BVPNINT	No	Reserved	-	2022/05/05 16:14:20	12.0	16000.0	480000.0	4	PFCO259	Secondary
UCPEFCO0005		GO0DGRPF1C	FCO	FCO	53849	IC01	cisco	encs5412/k9	CI00175689	BVPN	BVPNINT	No	Reserved	-	2023/05/11 05:46:50	12.0	16000.0	480000.0	4		
UCPEFRA0001	HFRA0001	GO09NKXB69	FRA	FRA	53849	IC01	cisco	encs5412/k9	CI00166955	BVPN	BVPNINT	No	Reserved	-	2019/11/08 08:56:31	12.0	16000.0	480000.0	4	PFRA1021	Primary
UCPEFRA0002	HFRA0002	GO09NKXD6F	FRA	FRA	53849	IC01	cisco	encs5412/k9	CI00166955	BVPN	BVPNINT	No	Reserved	-	2019/11/15 10:17:49	12.0	16000.0	480000.0	4	PFRA1023	Secondary
UCPEFRA0003	HFRA0003	GO0CPUEV72	FRA	FRA	53849	IC01	cisco	encs5412/k9	CI00185037	BVPN	BVPNINT	No	Reserved	-	2021/05/12 09:02:59	12.0	16000.0	480000.0	4	PFRA1021	Primary
